nu,idFile,number,states/code,states/name,states/nu,states/forbidden/into/bool/v,states/forbidden/into/bool/uv,states/forbidden/into/comment/en,states/forbidden/into/comment/en.1,states/forbidden/into/comment/en.2,states/forbidden/into/comment/en.3,states/quara/into/where/e,states/quara/into/where/v,states/quara/into/where/uv,states/quara/into/dur/e,states/quara/into/dur/v,states/quara/into/dur/uv,states/quara/into/comment/en,states/quara/into/comment/de,states/quara/into/comment/fr,states/quara/into/comment/es,states/test/into/pcr/e,states/test/into/pcr/v,states/test/into/pcr/uv,states/test/into/or,states/test/into/ag/e,states/test/into/ag/v,states/test/into/ag/uv,states/test/into/comment/en,states/test/into/comment/de,states/test/into/comment/fr,states/test/into/comment/es,states/link/into,Unnamed: 34,Unnamed: 35,Unnamed: 36,Unnamed: 37,Unnamed: 38,Unnamed: 39,Unnamed: 40,Unnamed: 41
KP,KP_States,2094,9,North Hamgyong,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KP,KP_States,2095,6,North Hwanghae,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KP,KP_States,2096,3,North Pyongan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KP,KP_States,2097,1,Pyongyang,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KP,KP_States,2098,13,Rason,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KP,KP_States,2099,10,Ryanggang,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KP,KP_States,2100,8,South Hamgyong,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KP,KP_States,2101,5,South Hwanghae,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KP,KP_States,2102,2,South Pyongan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MP,MP_States,2103,MP,MP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NO,NO_States,2104,2,Akershus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NO,NO_States,2105,9,Aust-Agder,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NO,NO_States,2106,6,Buskerud,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NO,NO_States,2107,20,Finnmark,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NO,NO_States,2108,4,Hedmark,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NO,NO_States,2109,12,Hordaland,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NO,NO_States,2110,22,Jan Mayen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NO,NO_States,2111,15,Møre og Romsdal,NIU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NO,NO_States,2112,17,Nord-Trøndelag,NFK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NO,NO_States,2113,18,Nordland,PRK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NO,NO_States,2114,5,Oppland,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NO,NO_States,2115,3,Oslo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NO,NO_States,2116,11,Rogaland,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NO,NO_States,2117,14,Sogn og Fjordane,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NO,NO_States,2118,21,Svalbard,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NO,NO_States,2119,16,Sør-Trøndelag,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NO,NO_States,2120,8,Telemark,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NO,NO_States,2121,19,Troms,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NO,NO_States,2122,10,Vest-Agder,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NO,NO_States,2123,7,Vestfold,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NO,NO_States,2124,1,Østfold,MNP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OM,OM_States,2125,DA,Ad Dākhilīyah,NOR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OM,OM_States,2126,BU,Al Buraymī,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OM,OM_States,2127,BA,Al Bāţinah,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OM,OM_States,2128,WU,Al Wusţá,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OM,OM_States,2129,SH,Ash Sharqīyah,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OM,OM_States,2130,ZA,Az̧ Z̧āhirah,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OM,OM_States,2131,MA,Masqaţ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OM,OM_States,2132,MU,Musandam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OM,OM_States,2133,ZU,Z̧ufār,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PK,PK_States,2134,JK,Azad Kashmir,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PK,PK_States,2135,BA,Balochistan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PK,PK_States,2136,TA,Federally Administered Tribal Areas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PK,PK_States,2137,GB,Gilgit-Baltistan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PK,PK_States,2138,IS,Islamabad,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PK,PK_States,2139,KP,Khyber Pakhtunkhwa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PK,PK_States,2140,PB,Punjab,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PK,PK_States,2141,SD,Sindh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PW,PW_States,2142,2,Aimeliik,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PW,PW_States,2143,4,Airai,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PW,PW_States,2144,10,Angaur,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PW,PW_States,2145,50,Hatobohei,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PW,PW_States,2146,100,Kayangel,OMN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PW,PW_States,2147,150,Koror,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PW,PW_States,2148,212,Melekeok,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PW,PW_States,2149,214,Ngaraard,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PW,PW_States,2150,218,Ngarchelong,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PW,PW_States,2151,222,Ngardmau,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PW,PW_States,2152,224,Ngatpang,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PW,PW_States,2153,226,Ngchesar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PW,PW_States,2154,227,Ngeremlengui,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PW,PW_States,2155,228,Ngiwal,PAK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PW,PW_States,2156,350,Peleliu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PW,PW_States,2157,370,Sonsorol,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PS,PS_States,2158,BTH,Bethlehem,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PS,PS_States,2159,DEB,Deir El Balah,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PS,PS_States,2160,GZA,Gaza,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PS,PS_States,2161,HBN,Hebron,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PS,PS_States,2162,JEN,Jenin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PS,PS_States,2163,JRH,Jericho – Al Aghwar,PLW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PS,PS_States,2164,JEM,Jerusalem,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PS,PS_States,2165,KYS,Khan Yunis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PS,PS_States,2166,NBS,Nablus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PS,PS_States,2167,NGZ,North Gaza,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PS,PS_States,2168,QQA,Qalqilya,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PS,PS_States,2169,RFH,Rafah,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PS,PS_States,2170,RBH,Ramallah,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PS,PS_States,2171,SLT,Salfit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PS,PS_States,2172,TBS,Tubas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PS,PS_States,2173,TKM,Tulkarm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PA,PA_States,2174,1,Bocas del Toro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PA,PA_States,2175,4,Chiriquí,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PA,PA_States,2176,2,Coclé,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PA,PA_States,2177,3,Colón,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PA,PA_States,2178,5,Darién,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PA,PA_States,2179,EM,Emberá,PSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PA,PA_States,2180,6,Herrera,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PA,PA_States,2181,KY,Kuna Yala,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PA,PA_States,2182,7,Los Santos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PA,PA_States,2183,NB,Ngöbe-Buglé,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PA,PA_States,2184,8,Panamá,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PA,PA_States,2185,10,Panamá Oeste,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PA,PA_States,2186,9,Veraguas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PG,PG_States,2187,NSB,Bougainville,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PG,PG_States,2188,CPM,Central,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PG,PG_States,2189,CPK,Chimbu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PG,PG_States,2190,EBR,East New Britain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PG,PG_States,2191,ESW,East Sepik,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PG,PG_States,2192,EHG,Eastern Highlands,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PG,PG_States,2193,EPW,Enga,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PG,PG_States,2194,GPK,Gulf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PG,PG_States,2195,MPM,Madang,PAN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PG,PG_States,2196,MRL,Manus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PG,PG_States,2197,MBA,Milne Bay,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PG,PG_States,2198,MPL,Morobe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PG,PG_States,2199,NCD,National Capital District,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PG,PG_States,2200,NIK,New Ireland,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PG,PG_States,2201,NPP,Northern,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PG,PG_States,2202,SAN,Sandaun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PG,PG_States,2203,SHM,Southern Highlands,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PG,PG_States,2204,WBK,West New Britain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PG,PG_States,2205,WPD,Western,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PG,PG_States,2206,WHM,Western Highlands,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PY,PY_States,2207,16,Alto Paraguay,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PY,PY_States,2208,10,Alto Paraná,PNG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PY,PY_States,2209,13,Amambay,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PY,PY_States,2210,ASU,Asunción,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PY,PY_States,2211,19,Boquerón,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PY,PY_States,2212,5,Caaguazú,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PY,PY_States,2213,6,Caazapá,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PY,PY_States,2214,14,Canindeyú,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PY,PY_States,2215,11,Central,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PY,PY_States,2216,1,Concepción,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PY,PY_States,2217,3,Cordillera,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PY,PY_States,2218,4,Guairá,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PY,PY_States,2219,7,Itapúa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PY,PY_States,2220,8,Misiones,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PY,PY_States,2221,9,Paraguarí,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PY,PY_States,2222,15,Presidente Hayes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PY,PY_States,2223,2,San Pedro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PY,PY_States,2224,12,Ñeembucú,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PE,PE_States,2225,AMA,Amazonas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PE,PE_States,2226,ANC,Ancash,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PE,PE_States,2227,APU,Apurímac,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PE,PE_States,2228,ARE,Arequipa,PRY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PE,PE_States,2229,AYA,Ayacucho,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PE,PE_States,2230,CAJ,Cajamarca,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PE,PE_States,2231,CUS,Cusco,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PE,PE_States,2232,CAL,El Callao,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PE,PE_States,2233,HUV,Huancavelica,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PE,PE_States,2234,HUC,Huánuco,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PE,PE_States,2235,ICA,Ica,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PE,PE_States,2236,JUN,Junín,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PE,PE_States,2237,LAL,La Libertad,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PE,PE_States,2238,LAM,Lambayeque,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PE,PE_States,2239,LIM,Lima,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PE,PE_States,2240,LOR,Loreto,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PE,PE_States,2241,MDD,Madre de Dios,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PE,PE_States,2242,MOQ,Moquegua,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PE,PE_States,2243,LMA,Municipalidad Metropolitana de Lima,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PE,PE_States,2244,PAS,Pasco,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PE,PE_States,2245,PIU,Piura,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PE,PE_States,2246,PUN,Puno,PER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PE,PE_States,2247,SAM,San Martín,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PE,PE_States,2248,TAC,Tacna,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PE,PE_States,2249,TUM,Tumbes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PE,PE_States,2250,UCA,Ucayali,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PH,PH_States,2251,14,Autonomous Region in Muslim Mindanao,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PH,PH_States,2252,5,Bicol,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PH,PH_States,2253,2,Cagayan Valley,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PH,PH_States,2254,40,Calabarzon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PH,PH_States,2255,13,Caraga,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PH,PH_States,2256,3,Central Luzon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PH,PH_States,2257,7,Central Visayas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PH,PH_States,2258,15,Cordillera Administrative Region,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PH,PH_States,2259,11,Davao,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PH,PH_States,2260,8,Eastern Visayas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PH,PH_States,2261,1,Ilocos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PH,PH_States,2262,41,Mimaropa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PH,PH_States,2263,,National Capital Region,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PH,PH_States,2264,10,Northern Mindanao,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PH,PH_States,2265,12,Soccsksargen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PH,PH_States,2266,6,Western Visayas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PH,PH_States,2267,9,Zamboanga Peninsula,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PN,PN_States,2268,PN,PN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PL,PL_States,2269,DS,Dolnośląskie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PL,PL_States,2270,KP,Kujawsko-pomorskie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PL,PL_States,2271,LU,Lubelskie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PL,PL_States,2272,LB,Lubuskie,PHL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PL,PL_States,2273,MZ,Mazowieckie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PL,PL_States,2274,MA,Małopolskie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PL,PL_States,2275,OP,Opolskie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PL,PL_States,2276,PK,Podkarpackie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PL,PL_States,2277,PD,Podlaskie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PL,PL_States,2278,PM,Pomorskie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PL,PL_States,2279,WN,Warmińsko-mazurskie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PL,PL_States,2280,WP,Wielkopolskie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PL,PL_States,2281,ZP,Zachodniopomorskie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PL,PL_States,2282,LD,Łódzkie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PL,PL_States,2283,SL,Śląskie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PL,PL_States,2284,SK,Świętokrzyskie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PT,PT_States,2285,1,Aveiro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PT,PT_States,2286,2,Beja,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PT,PT_States,2287,3,Braga,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PT,PT_States,2288,4,Bragança,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PT,PT_States,2289,5,Castelo Branco,PCN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PT,PT_States,2290,6,Coimbra,POL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PT,PT_States,2291,8,Faro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PT,PT_States,2292,9,Guarda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PT,PT_States,2293,10,Leiria,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PT,PT_States,2294,11,Lisboa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PT,PT_States,2295,12,Portalegre,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PT,PT_States,2296,13,Porto,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PT,PT_States,2297,30,Região Autónoma da Madeira,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PT,PT_States,2298,20,Região Autónoma dos Açores,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PT,PT_States,2299,14,Santarém,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PT,PT_States,2300,15,Setúbal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PT,PT_States,2301,16,Viana do Castelo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PT,PT_States,2302,17,Vila Real,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PT,PT_States,2303,18,Viseu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PT,PT_States,2304,7,Évora,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PR,PR_States,2305,PR,PR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
QA,QA_States,2306,DA,Ad Dawḩah,PRT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
QA,QA_States,2307,KH,Al Khawr wa adh Dhakhīrah,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
QA,QA_States,2308,WA,Al Wakrah,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
QA,QA_States,2309,RA,Ar Rayyān,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
QA,QA_States,2310,MS,Ash Shamāl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
QA,QA_States,2311,ZA,Az̧ Za̧`āyin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
QA,QA_States,2312,US,Umm Şalāl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
XK,XK_States,2313,XK,XK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RE,RE_States,2314,RE,RE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RO,RO_States,2315,AB,Alba,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RO,RO_States,2316,AR,Arad,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RO,RO_States,2317,AG,Argeș,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RO,RO_States,2318,BC,Bacău,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RO,RO_States,2319,BH,Bihor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RO,RO_States,2320,BN,Bistrița-Năsăud,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RO,RO_States,2321,BT,Botoșani,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RO,RO_States,2322,BV,Brașov,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RO,RO_States,2323,BR,Brăila,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RO,RO_States,2324,B,București,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RO,RO_States,2325,BZ,Buzău,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RO,RO_States,2326,CS,Caraș-Severin,PRI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RO,RO_States,2327,CJ,Cluj,QAT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
