nu,idFile,number,states/code,states/name,states/nu,states/forbidden/into/bool/v,states/forbidden/into/bool/uv,states/forbidden/into/comment/en,states/forbidden/into/comment/en.1,states/forbidden/into/comment/en.2,states/forbidden/into/comment/en.3,states/quara/into/where/e,states/quara/into/where/v,states/quara/into/where/uv,states/quara/into/dur/e,states/quara/into/dur/v,states/quara/into/dur/uv,states/quara/into/comment/en,states/quara/into/comment/de,states/quara/into/comment/fr,states/quara/into/comment/es,states/test/into/pcr/e,states/test/into/pcr/v,states/test/into/pcr/uv,states/test/into/or,states/test/into/ag/e,states/test/into/ag/v,states/test/into/ag/uv,states/test/into/comment/en,states/test/into/comment/de,states/test/into/comment/fr,states/test/into/comment/es,states/link/into,Unnamed: 34,Unnamed: 35,Unnamed: 36,Unnamed: 37,Unnamed: 38,Unnamed: 39,Unnamed: 40,Unnamed: 41
GE,GE_States,896,SK,Shida Kartli,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GE,GE_States,897,TB,Tbilisi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DE,DE_States,898,BW,Baden-Württemberg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DE,DE_States,899,BY,Bayern,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DE,DE_States,900,BE,Berlin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DE,DE_States,901,BB,Brandenburg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DE,DE_States,902,HB,Bremen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DE,DE_States,903,HH,Hamburg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DE,DE_States,904,HE,Hessen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DE,DE_States,905,MV,Mecklenburg-Vorpommern,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DE,DE_States,906,NI,Niedersachsen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DE,DE_States,907,NW,Nordrhein-Westfalen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DE,DE_States,908,RP,Rheinland-Pfalz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DE,DE_States,909,SL,Saarland,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DE,DE_States,910,SN,Sachsen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DE,DE_States,911,ST,Sachsen-Anhalt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DE,DE_States,912,SH,Schleswig-Holstein,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DE,DE_States,913,TH,Thüringen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GH,GH_States,914,AH,Ashanti,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GH,GH_States,915,BA,Brong-Ahafo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GH,GH_States,916,CP,Central,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GH,GH_States,917,EP,Eastern,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GH,GH_States,918,AA,Greater Accra,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GH,GH_States,919,NP,Northern,DEU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GH,GH_States,920,UE,Upper East,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GH,GH_States,921,UW,Upper West,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GH,GH_States,922,TV,Volta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GH,GH_States,923,WP,Western,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GI,GI_States,924,GI,GI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GR,GR_States,925,A,Anatoliki Makedonia kai Thraki,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GR,GR_States,926,I,Attiki,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GR,GR_States,927,G,Dytiki Ellada,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GR,GR_States,928,C,Dytiki Makedonia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GR,GR_States,929,F,Ionia Nisia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GR,GR_States,930,D,Ipeiros,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GR,GR_States,931,B,Kentriki Makedonia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GR,GR_States,932,M,Kriti,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GR,GR_States,933,L,Notio Aigaio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GR,GR_States,934,J,Peloponnisos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GR,GR_States,935,H,Sterea Ellada,GHA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GR,GR_States,936,E,Thessalia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GR,GR_States,937,K,Voreio Aigaio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GL,GL_States,938,KU,Kommune Kujalleq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GL,GL_States,939,SM,Kommuneqarfik Sermersooq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GL,GL_States,940,QA,Qaasuitsup Kommunia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GL,GL_States,941,QE,Qeqqata Kommunia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GD,GD_States,942,1,Saint Andrew,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GD,GD_States,943,2,Saint David,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GD,GD_States,944,3,Saint George,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GD,GD_States,945,4,Saint John,GIB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GD,GD_States,946,5,Saint Mark,GRC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GD,GD_States,947,6,Saint Patrick,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GD,GD_States,948,10,Southern Grenadine Islands,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GP,GP_States,949,GP,GP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GU,GU_States,950,GU,GU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GT,GT_States,951,AV,Alta Verapaz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GT,GT_States,952,BV,Baja Verapaz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GT,GT_States,953,CM,Chimaltenango,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GT,GT_States,954,CQ,Chiquimula,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GT,GT_States,955,PR,El Progreso,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GT,GT_States,956,ES,Escuintla,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GT,GT_States,957,GU,Guatemala,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GT,GT_States,958,HU,Huehuetenango,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GT,GT_States,959,IZ,Izabal,GRL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GT,GT_States,960,JA,Jalapa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GT,GT_States,961,JU,Jutiapa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GT,GT_States,962,PE,Petén,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GT,GT_States,963,QZ,Quetzaltenango,GRD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GT,GT_States,964,QC,Quiché,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GT,GT_States,965,RE,Retalhuleu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GT,GT_States,966,SA,Sacatepéquez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GT,GT_States,967,SM,San Marcos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GT,GT_States,968,SR,Santa Rosa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GT,GT_States,969,SO,Sololá,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GT,GT_States,970,SU,Suchitepéquez,GLP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GT,GT_States,971,TO,Totonicapán,GUM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GT,GT_States,972,ZA,Zacapa,GTM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GG,GG_States,973,GG,GG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GN,GN_States,974,B,Boké,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GN,GN_States,975,C,Conakry,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GN,GN_States,976,F,Faranah,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GN,GN_States,977,K,Kankan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GN,GN_States,978,D,Kindia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GN,GN_States,979,L,Labé,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GN,GN_States,980,M,Mamou,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GN,GN_States,981,N,Nzérékoré,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GW,GW_States,982,L,Leste,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GW,GW_States,983,N,Norte,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GW,GW_States,984,S,Sul,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GY,GY_States,985,BA,Barima-Waini,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GY,GY_States,986,CU,Cuyuni-Mazaruni,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GY,GY_States,987,DE,Demerara-Mahaica,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GY,GY_States,988,EB,East Berbice-Corentyne,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GY,GY_States,989,ES,Essequibo Islands-West Demerara,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GY,GY_States,990,MA,Mahaica-Berbice,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GY,GY_States,991,PM,Pomeroon-Supenaam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GY,GY_States,992,PT,Potaro-Siparuni,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GY,GY_States,993,UD,Upper Demerara-Berbice,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GY,GY_States,994,UT,Upper Takutu-Upper Essequibo,GGY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HT,HT_States,995,AR,Artibonite,GIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HT,HT_States,996,CE,Centre,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HT,HT_States,997,GA,Grande-Anse,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HT,HT_States,998,NI,Nippes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HT,HT_States,999,ND,Nord,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HT,HT_States,1000,NE,Nord-Est,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HT,HT_States,1001,NO,Nord-Ouest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HT,HT_States,1002,OU,Ouest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HT,HT_States,1003,SD,Sud,GNB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HT,HT_States,1004,SE,Sud-Est,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HM,HM_States,1005,HM,HM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VA,VA_States,1006,VA,VA,GUY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HN,HN_States,1007,AT,Atlántida,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HN,HN_States,1008,CH,Choluteca,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HN,HN_States,1009,CL,Colón,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HN,HN_States,1010,CM,Comayagua,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HN,HN_States,1011,CP,Copán,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HN,HN_States,1012,CR,Cortés,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HN,HN_States,1013,EP,El Paraíso,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HN,HN_States,1014,FM,Francisco Morazán,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HN,HN_States,1015,GD,Gracias a Dios,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HN,HN_States,1016,IN,Intibucá,HTI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HN,HN_States,1017,IB,Islas de la Bahía,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HN,HN_States,1018,LP,La Paz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HN,HN_States,1019,LE,Lempira,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HN,HN_States,1020,OC,Ocotepeque,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HN,HN_States,1021,OL,Olancho,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HN,HN_States,1022,SB,Santa Bárbara,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HN,HN_States,1023,VA,Valle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HN,HN_States,1024,YO,Yoro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HK,HK_States,1025,HK,HK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HU,HU_States,1026,BA,Baranya,HMD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HU,HU_States,1027,BZ,Borsod-Abaúj-Zemplén,VAT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HU,HU_States,1028,BU,Budapest,HND,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HU,HU_States,1029,BK,Bács-Kiskun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HU,HU_States,1030,BE,Békés,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HU,HU_States,1031,BC,Békéscsaba,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HU,HU_States,1032,CS,Csongrád,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HU,HU_States,1033,DE,Debrecen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HU,HU_States,1034,DU,Dunaújváros,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HU,HU_States,1035,EG,Eger,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HU,HU_States,1036,FE,Fejér,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HU,HU_States,1037,GY,Győr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HU,HU_States,1038,GS,Győr-Moson-Sopron,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HU,HU_States,1039,HB,Hajdú-Bihar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HU,HU_States,1040,HE,Heves,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HU,HU_States,1041,HV,Hódmezővásárhely,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HU,HU_States,1042,JN,Jász-Nagykun-Szolnok,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HU,HU_States,1043,KV,Kaposvár,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HU,HU_States,1044,KM,Kecskemét,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HU,HU_States,1045,KE,Komárom-Esztergom,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HU,HU_States,1046,MI,Miskolc,HKG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HU,HU_States,1047,NK,Nagykanizsa,HUN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HU,HU_States,1048,NY,Nyíregyháza,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HU,HU_States,1049,NO,Nógrád,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HU,HU_States,1050,PE,Pest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HU,HU_States,1051,PS,Pécs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HU,HU_States,1052,ST,Salgótarján,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HU,HU_States,1053,SO,Somogy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HU,HU_States,1054,SN,Sopron,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HU,HU_States,1055,SZ,Szabolcs-Szatmár-Bereg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HU,HU_States,1056,SD,Szeged,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HU,HU_States,1057,SS,Szekszárd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HU,HU_States,1058,SK,Szolnok,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HU,HU_States,1059,SH,Szombathely,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HU,HU_States,1060,SF,Székesfehérvár,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HU,HU_States,1061,TB,Tatabánya,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HU,HU_States,1062,TO,Tolna,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HU,HU_States,1063,VA,Vas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HU,HU_States,1064,VE,Veszprém,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HU,HU_States,1065,VM,Veszprém,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HU,HU_States,1066,ZA,Zala,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HU,HU_States,1067,ZE,Zalaegerszeg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HU,HU_States,1068,ER,Érd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IS,IS_States,1069,7,Austurland,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IS,IS_States,1070,1,Höfuðborgarsvæði utan Reykjavíkur,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IS,IS_States,1071,6,Norðurland eystra,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IS,IS_States,1072,5,Norðurland vestra,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IS,IS_States,1073,,Reykjavík,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IS,IS_States,1074,8,Suðurland,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IS,IS_States,1075,2,Suðurnes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IS,IS_States,1076,4,Vestfirðir,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IS,IS_States,1077,3,Vesturland,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IN,IN_States,1078,AN,Andaman and Nicobar Islands,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IN,IN_States,1079,CH,Chandigarh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IN,IN_States,1080,DN,Dadra and Nagar Haveli,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IN,IN_States,1081,DD,Daman and Diu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IN,IN_States,1082,DL,Delhi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IN,IN_States,1083,LD,Lakshadweep,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IN,IN_States,1084,PY,Puducherry,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IN,IN_States,1085,AP,Andhra Pradesh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IN,IN_States,1086,AR,Arunachal Pradesh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IN,IN_States,1087,AS,Assam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IN,IN_States,1088,BR,Bihar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IN,IN_States,1089,CT,Chhattisgarh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IN,IN_States,1090,GA,Goa,ISL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IN,IN_States,1091,GJ,Gujarat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IN,IN_States,1092,HR,Haryana,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IN,IN_States,1093,HP,Himachal Pradesh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IN,IN_States,1094,JK,Jammu and Kashmir,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IN,IN_States,1095,JH,Jharkhand,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IN,IN_States,1096,KA,Karnataka,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IN,IN_States,1097,KL,Kerala,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IN,IN_States,1098,MP,Madhya Pradesh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IN,IN_States,1099,MH,Maharashtra,IND,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IN,IN_States,1100,MN,Manipur,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IN,IN_States,1101,ML,Meghalaya,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IN,IN_States,1102,MZ,Mizoram,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IN,IN_States,1103,NL,Nagaland,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IN,IN_States,1104,OR,Odisha,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IN,IN_States,1105,PB,Punjab,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IN,IN_States,1106,RJ,Rajasthan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IN,IN_States,1107,SK,Sikkim,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IN,IN_States,1108,TN,Tamil Nadu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IN,IN_States,1109,TG,Telangana,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IN,IN_States,1110,TR,Tripura,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IN,IN_States,1111,UP,Uttar Pradesh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IN,IN_States,1112,UT,Uttarakhand,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IN,IN_States,1113,WB,West Bengal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ID,ID_States,1114,JW,Jawa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ID,ID_States,1115,KA,Kalimantan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ID,ID_States,1116,ML,Maluku,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ID,ID_States,1117,NU,Nusa Tenggara,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ID,ID_States,1118,PP,Papua,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ID,ID_States,1119,SL,Sulawesi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ID,ID_States,1120,SM,Sumatera,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CI,CI_States,1121,6,18 Montagnes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CI,CI_States,1122,16,Agnébi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CI,CI_States,1123,17,Bafing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CI,CI_States,1124,9,Bas-Sassandra,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CI,CI_States,1125,10,Denguélé,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CI,CI_States,1126,18,Fromager,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CI,CI_States,1127,2,Haut-Sassandra,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CI,CI_States,1128,7,Lacs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CI,CI_States,1129,1,Lagunes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
